recency,sales,zip_code,newbie,channel,segment,product_category,age,frequency,gender
6,122.61,Urban,1,Brick&Mortar,Married with children,5,52,3,female
4,275.88,Rural,0,Brick&Mortar,Married,3,31,4,male
7,35.64,Rural,1,Brick&Mortar,Single,6,49,3,male
3,167.28,Urban,0,Web,Married with children,3,26,4,female
2,303.45,Surburban,0,Brick&Mortar,Married with children,6,47,8,female
11,131.76,Surburban,1,Web,Married,2,28,9,female
3,305.6,Surburban,1,Brick&Mortar,Married,6,46,7,male
1,958.36,Urban,1,Web,Married,6,18,2,both
2,29.99,Surburban,1,Web,Married,2,18,1,male
5,270.24,Urban,0,Social,Married with children,6,51,6,female
2,393.69,Urban,1,Brick&Mortar,Married,6,48,5,male
1,791.28,Urban,1,Web,Married with children,1,46,6,both
2,452.26,Surburban,1,Brick&Mortar,Single,3,40,1,female
2,179.69,Rural,1,Brick&Mortar,Married with children,6,47,6,male
2,692.66,Urban,1,Social,Married with children,4,43,4,both
1,30.11,Urban,1,Brick&Mortar,Single,4,35,7,male
6,59.38,Rural,1,Brick&Mortar,Married with children,1,35,5,male
5,164.85,Surburban,0,Brick&Mortar,Single,4,37,3,male
6,167.17,Rural,0,Web,Married,3,28,1,female
6,29.99,Surburban,1,Web,Married,1,53,5,female
2,181.74,Surburban,0,Web,Married with children,5,50,1,female
3,235.95,Surburban,0,Brick&Mortar,Married with children,5,24,9,female
3,43.45,Urban,0,Web,Single,2,23,8,female
2,657.52,Urban,1,Brick&Mortar,Single,6,50,4,male
2,126.65,Surburban,0,Web,Married with children,6,44,3,female
9,410.44,Urban,0,Social,Single,6,54,10,both
5,169.78,Urban,1,Brick&Mortar,Married with children,3,31,10,female
11,231.06,Rural,1,Social,Married with children,2,46,2,male
1,383.86,Rural,1,Web,Married with children,2,27,8,male
2,59.98,Surburban,1,Web,Married,1,30,9,female
7,161.15,Urban,0,Brick&Mortar,Married with children,5,30,3,female
4,202.03,Rural,1,Brick&Mortar,Married with children,5,49,10,female
12,29.99,Surburban,1,Web,Single,2,27,9,male
12,68.64,Urban,0,Web,Married with children,1,19,7,female
1,650.18,Urban,1,Social,Single,5,51,9,female
7,1044.25,Surburban,1,Social,Married,3,32,5,male
6,893.57,Urban,1,Web,Single,1,29,10,male
8,30.98,Surburban,0,Brick&Mortar,Married,1,21,9,male
5,188.17,Rural,1,Web,Married,4,39,6,male
1,239.33,Surburban,0,Brick&Mortar,Married,4,42,5,female
10,318.11,Urban,0,Web,Single,6,53,10,female
12,98.31,Urban,1,Brick&Mortar,Married,3,37,4,male
11,552.21,Urban,1,Social,Single,6,47,2,male
7,63.88,Urban,1,Web,Married,6,49,1,female
10,182.51,Surburban,0,Brick&Mortar,Single,1,22,2,female
2,173.9,Urban,1,Web,Married with children,2,34,8,male
7,257.4,Surburban,0,Web,Married with children,1,21,10,female
11,101.88,Surburban,0,Brick&Mortar,Married with children,2,26,2,male
1,79.67,Urban,1,Web,Married,2,29,4,female
9,42.22,Urban,0,Brick&Mortar,Married with children,2,28,1,male
9,523.24,Urban,1,Social,Married with children,2,55,10,male
9,72.73,Surburban,0,Brick&Mortar,Single,5,54,8,male
1,132.8,Surburban,0,Brick&Mortar,Married,4,46,1,male
1,1073.12,Surburban,1,Social,Married with children,4,18,7,both
6,469.99,Rural,0,Brick&Mortar,Married with children,3,41,1,female
9,29.99,Urban,0,Brick&Mortar,Married with children,4,37,10,female
1,122.69,Surburban,0,Web,Married,3,25,10,female
1,29.99,Rural,0,Brick&Mortar,Married,1,20,3,male
11,114.48,Urban,1,Web,Single,5,54,9,female
9,145.36,Urban,1,Web,Married,4,32,2,female
8,173.26,Urban,0,Brick&Mortar,Married,1,55,6,female
1,266.08,Urban,1,Web,Single,3,37,4,male
4,857.03,Surburban,1,Web,Single,2,35,10,female
4,173.76,Rural,0,Web,Married,6,52,5,male
4,29.99,Surburban,1,Web,Single,1,41,10,male
3,98.94,Urban,1,Web,Married,6,52,3,female
11,205.97,Urban,1,Brick&Mortar,Single,4,36,1,female
5,138.66,Surburban,1,Web,Married with children,2,19,2,female
3,178.01,Rural,0,Web,Single,4,41,1,female
3,351.29,Surburban,0,Brick&Mortar,Single,2,50,1,male
2,108.57,Urban,1,Web,Married with children,3,41,10,female
5,554.48,Urban,1,Social,Single,1,20,2,both
8,29.99,Surburban,1,Brick&Mortar,Married,5,50,4,male
1,29.99,Urban,0,Web,Single,5,53,10,male
11,254.36,Surburban,0,Web,Single,1,20,9,male
12,278.31,Surburban,1,Web,Married,4,34,7,female
8,117.96,Surburban,1,Brick&Mortar,Single,3,34,5,male
9,445.5,Surburban,0,Brick&Mortar,Single,5,50,5,female
8,268.29,Surburban,0,Social,Married with children,3,35,3,female
11,200.58,Urban,0,Web,Married,5,45,9,male
12,49.55,Rural,0,Web,Single,2,45,1,female
3,717.6,Urban,1,Brick&Mortar,Married,1,27,3,female
1,393.42,Urban,0,Brick&Mortar,Married,6,47,6,male
5,29.99,Urban,1,Brick&Mortar,Single,2,24,7,male
8,179.57,Surburban,0,Brick&Mortar,Married,6,23,3,male
11,64.82,Urban,1,Brick&Mortar,Married with children,6,46,4,male
8,122.78,Urban,0,Brick&Mortar,Married with children,2,34,3,female
9,263.65,Rural,1,Brick&Mortar,Married with children,2,35,3,female
1,1075.99,Surburban,1,Brick&Mortar,Married with children,2,24,10,female
1,280.13,Urban,0,Social,Single,5,51,3,male
6,117.2,Surburban,0,Brick&Mortar,Married with children,1,28,7,male
1,136.37,Surburban,1,Web,Married,1,30,7,male
11,35.09,Surburban,1,Brick&Mortar,Single,4,41,5,male
5,362.71,Urban,0,Web,Married with children,6,48,9,female
4,41.43,Rural,1,Brick&Mortar,Married,4,44,5,female
11,135.26,Surburban,1,Brick&Mortar,Married,5,26,6,female
10,126.26,Urban,1,Web,Married,2,30,7,female
9,38.38,Surburban,0,Brick&Mortar,Single,2,24,1,male
6,29.99,Urban,1,Web,Married,1,31,4,female
9,129.66,Rural,1,Web,Married,1,55,4,female
3,156.32,Surburban,0,Web,Married,3,42,6,male
9,29.99,Urban,0,Web,Married with children,2,26,6,female
4,524.38,Rural,1,Web,Single,5,32,10,female
5,503.02,Surburban,1,Social,Married,4,55,2,male
9,243.92,Surburban,0,Brick&Mortar,Married with children,1,19,5,both
1,736.39,Surburban,1,Brick&Mortar,Married,3,39,8,female
3,538.32,Surburban,1,Social,Married,6,53,2,male
4,108.7,Surburban,0,Brick&Mortar,Married with children,2,38,8,female
10,239,Surburban,0,Web,Married with children,6,53,7,female
1,351.73,Rural,1,Brick&Mortar,Married,1,24,5,female
9,234.79,Urban,0,Social,Married with children,1,20,7,male
5,96.08,Surburban,0,Web,Single,2,24,2,male
5,34.2,Urban,1,Web,Single,1,28,5,male
10,29.99,Urban,1,Web,Married with children,6,55,7,male
1,29.99,Urban,1,Brick&Mortar,Married,6,53,7,female
7,350.7,Surburban,0,Web,Single,4,40,2,female
7,285.43,Surburban,0,Web,Single,1,30,9,female
6,497.89,Surburban,1,Web,Married,5,51,4,female
3,259.3,Urban,1,Web,Married,2,21,7,female
2,244.33,Rural,0,Brick&Mortar,Single,2,26,7,both
10,59.78,Rural,1,Brick&Mortar,Married with children,6,53,6,female
